Freq. Range[5.000000e-01,3.990000e+00]
Name;#Ephocs;Power
001_IBOE.set;1;1.998012
002_IBOE.set;1;2.131414
003_IBOE.set;1;4.351524
004_IBOE.set;1;15.396775
005_IBOE.set;1;-2.157772
006_IBOE.set;1;2.957978
007_IBOE.set;1;3.706243
008_IBOE.set;1;2.533068
