Freq. Range[13,30]
Name;#Ephocs;Power
001_IBOE.set;1;-9.348995
002_IBOE.set;1;-5.042928
003_IBOE.set;1;-3.163209
004_IBOE.set;1;3.037777
005_IBOE.set;1;-13.843110
006_IBOE.set;1;-8.428599
007_IBOE.set;1;-6.534895
008_IBOE.set;1;-4.808276
