Freq. Range[8,1.299000e+01]
Name;#Ephocs;Power
001_IBOE.set;1;-1.334452
002_IBOE.set;1;3.295023
003_IBOE.set;1;0.220368
004_IBOE.set;1;5.317865
005_IBOE.set;1;-10.066638
006_IBOE.set;1;-4.693483
007_IBOE.set;1;-1.067667
008_IBOE.set;1;3.650331
